DETAILSID,ORDERNUMBER,QUANTITYORDERED,PRODUCTCODE,PRICEEACH,SALES,DEALSIZEID
604,10171,35,S18_1984,133.72,4680.2,
605,10181,21,S18_1984,156.48,3286.08,
606,10192,47,S18_1984,157.9,7421.3,
607,10204,38,S18_1984,169.28,6432.64,
608,10212,41,S18_1984,118.07,4840.87,
609,10226,24,S18_1984,162.17,3892.08,
610,10240,37,S18_1984,149.36,5526.32,
611,10253,33,S18_1984,135.14,4459.62,
612,10266,49,S18_1984,126.6,6203.4,
613,10278,29,S18_1984,129.45,3754.05,
614,10287,24,S18_1984,146.52,3516.48,
615,10301,47,S18_1984,159.32,7488.04,
616,10310,24,S18_1984,143.67,3448.08,
617,10321,25,S18_1984,149.36,3734.0,
618,10331,30,S18_1984,32.47,974.1,
619,10342,22,S18_1984,143.67,3160.74,
620,10356,27,S18_1984,64.69,1746.63,
621,10366,34,S18_1984,123.76,4207.84,
622,10377,36,S18_1984,120.91,4352.76,
623,10390,34,S18_1984,43.05,1463.7,
624,10406,48,S18_1984,149.36,7169.28,
625,10419,34,S18_1984,135.14,4594.76,
626,10104,24,S18_2238,144.08,3457.92,
627,10115,46,S18_2238,160.46,7381.16,
628,10127,45,S18_2238,158.82,7146.9,
629,10141,39,S18_2238,152.27,5938.53,
630,10151,43,S18_2238,165.37,7110.91,
631,10165,29,S18_2238,173.55,5032.95,
632,10176,20,S18_2238,183.38,3667.6,
633,10184,46,S18_2238,160.46,7381.16,
634,10195,27,S18_2238,189.93,5128.11,
635,10207,44,S18_2238,160.46,7060.24,
636,10219,43,S18_2238,196.48,8448.64,
637,10230,49,S18_2238,148.99,7300.51,
638,10246,40,S18_2238,163.73,6549.2,
639,10259,30,S18_2238,189.93,5697.9,
640,10271,50,S18_2238,183.38,9169.0,
641,10282,23,S18_2238,140.81,3238.63,
642,10292,26,S18_2238,175.19,4554.94,
643,10305,27,S18_2238,145.72,3934.44,
644,10314,42,S18_2238,137.53,5776.26,
645,10324,47,S18_2238,153.35,7207.45,
646,10336,49,S18_2238,152.26,7460.74,
647,10349,38,S18_2238,176.83,6719.54,
648,10358,20,S18_2238,121.4,2428.0,
649,10371,25,S18_2238,104.09,2602.25,
650,10382,25,S18_2238,88.0,2200.0,
651,10412,41,S18_2238,163.73,6712.93,
652,10425,28,S18_2238,189.93,5318.04,
653,10100,50,S18_2248,67.8,3390.0,
654,10110,32,S18_2248,50.25,1608.0,
655,10124,42,S18_2248,53.88,2262.96,
656,10149,24,S18_2248,62.36,1496.64,
657,10173,26,S18_2248,57.51,1495.26,
658,10182,38,S18_2248,61.15,2323.7,
659,10193,42,S18_2248,59.33,2491.86,
660,10204,23,S18_2248,71.44,1643.12,
661,10214,21,S18_2248,62.96,1322.16,
662,10227,28,S18_2248,50.85,1423.8,
663,10241,33,S18_2248,72.65,2397.45,
664,10280,25,S18_2248,62.96,1574.0,
665,10288,28,S18_2248,61.75,1729.0,
666,10303,46,S18_2248,49.04,2255.84,
667,10312,30,S18_2248,61.15,1834.5,
668,10332,38,S18_2248,84.25,3201.5,
669,10344,40,S18_2248,56.91,2276.4,
670,10367,45,S18_2248,197.44,8884.8,
671,10379,27,S18_2248,49.3,1331.1,
672,10407,42,S18_2248,72.65,3051.3,
673,10420,36,S18_2248,63.57,2288.52,
674,10104,29,S18_2319,130.09,3772.61,
675,10114,39,S18_2319,106.78,4164.42,
676,10127,45,S18_2319,139.91,6295.95,
677,10141,47,S18_2319,133.78,6287.66,
678,10151,49,S18_2319,110.46,5412.54,
679,10165,46,S18_2319,130.09,5984.14,
680,10175,48,S18_2319,122.73,5891.04,
681,10184,46,S18_2319,130.09,5984.14,
682,10195,35,S18_2319,103.09,3608.15,
683,10207,43,S18_2319,133.78,5752.54,
684,10229,26,S18_2319,144.82,3765.32,
685,10246,22,S18_2319,98.18,2159.96,
686,10259,34,S18_2319,99.41,3379.94,
687,10271,50,S18_2319,101.87,5093.5,
688,10281,48,S18_2319,120.28,5773.44,
689,10292,41,S18_2319,110.46,4528.86,
690,10305,36,S18_2319,133.78,4816.08,
691,10313,29,S18_2319,117.82,3416.78,
692,10324,33,S18_2319,37.48,1236.84,
693,10334,46,S18_2319,126.41,5814.86,
694,10349,38,S18_2319,137.46,5223.48,
695,10358,20,S18_2319,36.42,728.4,
696,10370,22,S18_2319,179.5,3949.0,
697,10383,27,S18_2319,142.37,3843.99,
698,10412,56,S18_2319,98.18,5498.08,
699,10425,38,S18_2319,99.41,3777.58,
700,10101,25,S18_2325,151.28,3782.0,
701,10110,33,S18_2325,116.96,3859.68,
702,10124,42,S18_2325,105.52,4431.84,
703,10149,33,S18_2325,150.01,4950.33,
704,10173,31,S18_2325,144.93,4492.83,
705,10182,20,S18_2325,110.6,2212.0,
706,10193,44,S18_2325,105.52,4642.88,
707,10204,26,S18_2325,123.32,3206.32,
708,10214,27,S18_2325,133.49,3604.23,
709,10227,46,S18_2325,152.56,7017.76,
710,10243,47,S18_2325,130.94,6154.18,
711,10280,37,S18_2325,128.4,4750.8,
712,10288,31,S18_2325,123.32,3822.92,
713,10304,24,S18_2325,101.7,2440.8,
714,10312,31,S18_2325,152.56,4729.36,
715,10322,50,S18_2325,250.73,12536.5,
716,10332,35,S18_2325,64.69,2264.15,
717,10344,30,S18_2325,130.94,3928.2,
718,10356,29,S18_2325,125.18,3630.22,
719,10367,27,S18_2325,155.41,4196.07,
720,10380,40,S18_2325,123.29,4931.6,
721,10390,31,S18_2325,98.99,3068.69,
722,10409,6,S18_2325,130.94,785.64,
723,10420,45,S18_2325,110.6,4977.0,
724,10103,22,S18_2432,54.09,1189.98,
725,10114,45,S18_2432,68.67,3090.15,
726,10126,43,S18_2432,65.02,2795.86,
727,10140,46,S18_2432,61.99,2851.54,
728,10151,39,S18_2432,69.28,2701.92,
729,10165,31,S18_2432,71.1,2204.1,
730,10175,41,S18_2432,69.28,2840.48,
731,10184,44,S18_2432,60.16,2647.04,
732,10194,45,S18_2432,70.49,3172.05,
733,10207,37,S18_2432,69.89,2585.93,
734,10217,35,S18_2432,61.38,2148.3,
735,10229,28,S18_2432,59.55,1667.4,
736,10246,30,S18_2432,61.99,1859.7,
737,10259,30,S18_2432,49.22,1476.6,
738,10271,25,S18_2432,69.28,1732.0,
739,10281,29,S18_2432,57.73,1674.17,
740,10291,26,S18_2432,57.73,1500.98,
741,10305,41,S18_2432,53.48,2192.68,
742,10313,34,S18_2432,52.87,1797.58,
743,10322,35,S18_2432,61.21,2142.35,
744,10334,34,S18_2432,61.38,2086.92,
745,10347,50,S18_2432,136.69,6834.5,
746,10357,41,S18_2432,61.99,2541.59,
747,10370,22,S18_2432,96.86,2130.92,
748,10391,44,S18_2432,38.5,1694.0,
749,10412,47,S18_2432,61.99,2913.53,
750,10425,19,S18_2432,49.22,935.18,
751,10106,34,S18_2581,90.39,3073.26,
752,10120,29,S18_2581,71.81,2082.49,
753,10133,49,S18_2581,69.27,3394.23,
754,10145,30,S18_2581,85.32,2559.6,
755,10168,21,S18_2581,70.96,1490.16,
756,10210,50,S18_2581,76.88,3844.0,
757,10223,47,S18_2581,100.53,4724.91,
758,10235,24,S18_2581,76.03,1824.72,
759,10250,27,S18_2581,98.84,2668.68,
760,10263,33,S18_2581,86.17,2843.61,
761,10275,35,S18_2581,90.39,3163.65,
762,10284,31,S18_2581,71.81,2226.11,
763,10297,25,S18_2581,82.79,2069.75,
764,10308,27,S18_2581,82.79,2235.33,
765,10318,31,S18_2581,100.53,3116.43,
766,10327,45,S18_2581,106.26,4781.7,
767,10339,27,S18_2581,104.1,2810.7,
768,10353,27,S18_2581,130.21,3515.67,
769,10374,42,S18_2581,69.27,2909.34,
770,10386,21,S18_2581,74.77,1570.17,
771,10398,34,S18_2581,76.88,2613.92,
772,10401,42,S18_2581,76.03,3193.26,
773,10416,15,S18_2581,98.84,1482.6,
774,10107,29,S18_2625,70.87,2055.23,
775,10120,46,S18_2625,58.15,2674.9,
776,10134,30,S18_2625,61.78,1853.4,
777,10145,30,S18_2625,49.67,1490.1,
778,10168,46,S18_2625,61.18,2814.28,
779,10180,25,S18_2625,64.2,1605.0,
780,10188,32,S18_2625,65.42,2093.44,
781,10210,40,S18_2625,49.67,1986.8,
782,10223,28,S18_2625,60.57,1695.96,
783,10236,23,S18_2625,55.72,1281.56,
784,10251,29,S18_2625,61.18,1774.22,
785,10263,34,S18_2625,58.75,1997.5,
786,10275,37,S18_2625,63.6,2353.2,
787,10285,20,S18_2625,49.06,981.2,
788,10298,32,S18_2625,48.46,1550.72,
789,10308,34,S18_2625,52.09,1771.06,
790,10318,42,S18_2625,52.7,2213.4,
791,10329,38,S18_2625,138.58,5266.04,
792,10339,30,S18_2625,62.16,1864.8,
793,10362,23,S18_2625,49.67,1142.41,
794,10374,22,S18_2625,53.3,1172.6,
795,10389,39,S18_2625,179.0,6981.0,
796,10402,55,S18_2625,55.72,3064.6,
797,10417,36,S18_2625,61.18,2202.48,
798,10101,26,S18_2795,145.13,3773.38,
799,10110,31,S18_2795,163.69,5074.39,
800,10125,34,S18_2795,190.69,6483.46,
801,10139,41,S18_2795,194.06,7956.46,
802,10149,23,S18_2795,183.94,4230.62,
803,10173,22,S18_2795,156.94,3452.68,
804,10182,21,S18_2795,145.13,3047.73,
805,10193,22,S18_2795,167.06,3675.32,
806,10205,40,S18_2795,187.31,7492.4,
807,10214,50,S18_2795,190.69,9534.5,
808,10227,29,S18_2795,192.38,5579.02,
809,10244,43,S18_2795,138.38,5950.34,
810,10255,24,S18_2795,155.25,3726.0,
811,10280,22,S18_2795,202.5,4455.0,
812,10289,43,S18_2795,192.38,8272.34,
813,10304,20,S18_2795,178.88,3577.6,
814,10312,25,S18_2795,155.25,3881.25,
815,10322,36,S18_2795,161.04,5797.44,
816,10332,24,S18_2795,52.67,1264.08,
817,10347,21,S18_2795,229.3,4815.3,
818,10356,30,S18_2795,148.74,4462.2,
819,10367,32,S18_2795,94.79,3033.28,
820,10380,21,S18_2795,47.18,990.78,
821,10390,26,S18_2795,78.11,2030.86,
822,10421,35,S18_2795,155.25,5433.75,
823,10109,26,S18_2870,121.44,3157.44,
824,10123,46,S18_2870,112.2,5161.2,
825,10137,37,S18_2870,117.48,4346.76,
826,10148,27,S18_2870,130.68,3528.36,
827,10161,23,S18_2870,138.6,3187.8,
828,10172,39,S18_2870,154.44,6023.16,
829,10181,27,S18_2870,143.88,3884.76,
830,10192,38,S18_2870,130.68,4965.84,
831,10204,27,S18_2870,154.44,4169.88,
832,10212,40,S18_2870,122.76,4910.4,
833,10226,24,S18_2870,134.64,3231.36,
834,10241,44,S18_2870,155.76,6853.44,
835,10253,37,S18_2870,139.92,5177.04,
836,10266,20,S18_2870,141.24,2824.8,
837,10278,39,S18_2870,110.88,4324.32,
838,10287,44,S18_2870,114.84,5052.96,
839,10301,22,S18_2870,146.52,3223.44,
840,10311,43,S18_2870,122.76,5278.68,
841,10321,27,S18_2870,105.6,2851.2,
842,10331,26,S18_2870,64.9,1687.4,
843,10343,25,S18_2870,52.32,1308.0,
844,10366,49,S18_2870,125.4,6144.6,
845,10379,29,S18_2870,176.8,5127.2,
846,10407,41,S18_2870,155.76,6386.16,
847,10419,55,S18_2870,139.92,7695.6,
848,10103,27,S18_2949,83.07,2242.89,
849,10112,23,S18_2949,110.43,2539.89,
850,10126,31,S18_2949,90.17,2795.27,
851,10139,46,S18_2949,120.56,5545.76,
852,10150,47,S18_2949,91.18,4285.46,
853,10163,31,S18_2949,107.39,3329.09,
854,10174,46,S18_2949,121.57,5592.22,
855,10183,37,S18_2949,89.15,3298.55,
856,10193,28,S18_2949,93.21,2609.88,
857,10206,37,S18_2949,90.17,3336.29,
858,10215,49,S18_2949,112.45,5510.05,
859,10228,24,S18_2949,104.35,2504.4,
860,10244,30,S18_2949,117.52,3525.6,
861,10257,50,S18_2949,88.14,4407.0,
862,10270,31,S18_2949,96.24,2983.44,
863,10280,46,S18_2949,111.44,5126.24,
864,10291,47,S18_2949,121.57,5713.79,
865,10304,46,S18_2949,100.3,4613.8,
866,10312,37,S18_2949,100.3,3711.1,
867,10322,33,S18_2949,106.81,3524.73,
868,10347,48,S18_2949,100.3,4814.4,
869,10357,41,S18_2949,87.13,3572.33,
870,10369,42,S18_2949,109.08,4581.36,
871,10391,32,S18_2949,45.25,1448.0,
872,10423,10,S18_2949,88.14,881.4,
873,10103,35,S18_2957,57.46,2011.1,
874,10126,46,S18_2957,73.7,3390.2,
875,10139,20,S18_2957,71.2,1424.0,
876,10150,30,S18_2957,49.97,1499.1,
877,10163,48,S18_2957,69.96,3358.08,
878,10173,28,S18_2957,53.72,1504.16,
879,10183,39,S18_2957,68.08,2655.12,
880,10193,24,S18_2957,51.84,1244.16,
881,10206,28,S18_2957,67.46,1888.88,
882,10215,31,S18_2957,58.71,1820.01,
883,10228,45,S18_2957,63.71,2866.95,
884,10244,24,S18_2957,58.09,1394.16,
885,10257,49,S18_2957,53.72,2632.28,
886,10269,32,S18_2957,63.08,2018.56,
887,10280,43,S18_2957,68.71,2954.53,
888,10291,37,S18_2957,50.59,1871.83,
889,10304,24,S18_2957,64.96,1559.04,
890,10312,35,S18_2957,53.72,1880.2,
891,10322,41,S18_2957,29.87,1224.67,
892,10332,26,S18_2957,114.58,2979.08,
893,10347,34,S18_2957,64.96,2208.64,
894,10357,49,S18_2957,70.58,3458.42,
895,10369,28,S18_2957,44.21,1237.88,
896,10392,37,S18_2957,59.96,2218.52,
897,10423,31,S18_2957,53.72,1665.32,
898,10106,41,S18_3029,83.44,3421.04,
899,10119,21,S18_3029,89.46,1878.66,
900,10130,40,S18_3029,96.34,3853.6,
901,10143,46,S18_3029,74.84,3442.64,
902,10155,44,S18_3029,79.14,3482.16,
903,10167,46,S18_3029,73.12,3363.52,
904,10178,41,S18_3029,81.72,3350.52,
905,10186,32,S18_3029,89.46,2862.72,
906,10197,46,S18_3029,87.74,4036.04,
907,10222,49,S18_3029,94.62,4636.38,
908,10248,21,S18_3029,73.98,1553.58,
909,10262,32,S18_3029,84.3,2697.6,
910,10273,34,S18_3029,98.06,3334.04,
911,10283,21,S18_3029,98.06,2059.26,
912,10296,21,S18_3029,96.34,2023.14,
913,10307,31,S18_3029,83.44,2586.64,
914,10316,21,S18_3029,94.62,1987.02,
915,10327,25,S18_3029,45.86,1146.5,
916,10338,28,S18_3029,82.58,2312.24,
917,10350,43,S18_3029,64.97,2793.71,
918,10373,22,S18_3029,86.74,1908.28,
919,10386,37,S18_3029,93.01,3441.37,
920,10398,28,S18_3029,72.26,2023.28,
921,10400,30,S18_3029,74.84,2245.2,
922,10414,44,S18_3029,73.98,3255.12,
923,10103,25,S18_3136,101.58,2539.5,
924,10126,30,S18_3136,97.39,2921.7,
925,10139,20,S18_3136,90.06,1801.2,
926,10150,26,S18_3136,107.86,2804.36,
927,10163,40,S18_3136,122.52,4900.8,
928,10173,31,S18_3136,89.01,2759.31,
929,10183,22,S18_3136,113.1,2488.2,
930,10193,23,S18_3136,120.43,2769.89,
931,10206,30,S18_3136,119.38,3581.4,
932,10215,49,S18_3136,107.86,5285.14,
933,10228,31,S18_3136,102.63,3181.53,
934,10244,29,S18_3136,115.19,3340.51,
935,10257,37,S18_3136,84.82,3138.34,
936,10270,38,S18_3136,125.66,4775.08,
937,10280,29,S18_3136,103.67,3006.43,
938,10291,23,S18_3136,124.62,2866.26,
939,10304,26,S18_3136,85.87,2232.62,
940,10312,38,S18_3136,117.29,4457.02,
941,10322,48,S18_3136,47.04,2257.92,
942,10332,40,S18_3136,39.8,1592.0,
943,10347,45,S18_3136,109.96,4948.2,
944,10357,44,S18_3136,117.29,5160.76,
945,10369,21,S18_3136,94.22,1978.62,
946,10392,29,S18_3136,86.92,2520.68,
947,10423,21,S18_3136,84.82,1781.22,
948,10105,22,S18_3140,139.32,3065.04,
949,10117,26,S18_3140,136.59,3551.34,
950,10128,41,S18_3140,135.22,5544.02,
951,10142,47,S18_3140,128.39,6034.33,
952,10153,31,S18_3140,117.47,3641.57,
953,10166,43,S18_3140,161.18,6930.74,
954,10177,23,S18_3140,159.81,3675.63,
955,10185,28,S18_3140,122.93,3442.04,
956,10196,49,S18_3140,140.69,6893.81,
957,10208,24,S18_3140,109.27,2622.48,
958,10221,33,S18_3140,133.86,4417.38,
959,10232,22,S18_3140,163.91,3606.02,
960,10248,32,S18_3140,118.83,3802.56,
961,10273,40,S18_3140,125.66,5026.4,
962,10282,43,S18_3140,155.71,6695.53,
963,10293,24,S18_3140,117.47,2819.28,
964,10306,32,S18_3140,117.47,3759.04,
965,10314,20,S18_3140,136.59,2731.8,
966,10325,24,S18_3140,69.12,1658.88,
967,10336,48,S18_3140,120.38,5778.24,
968,10350,44,S18_3140,117.98,5191.12,
969,10372,28,S18_3140,137.96,3862.88,
970,10383,24,S18_3140,61.52,1476.48,
971,10396,33,S18_3140,159.81,5273.73,
972,10414,41,S18_3140,118.83,4872.03,
973,10104,23,S18_3232,198.13,4556.99,
974,10109,46,S18_3232,179.5,8257.0,
975,10114,48,S18_3232,171.03,8209.44,
976,10122,25,S18_3232,143.94,3598.5,
977,10127,22,S18_3232,174.42,3837.24,
978,10136,41,S18_3232,203.21,8331.61,
979,10141,34,S18_3232,142.25,4836.5,
980,10148,32,S18_3232,169.34,5418.88,
981,10151,21,S18_3232,177.81,3734.01,
982,10165,47,S18_3232,186.27,8754.69,
983,10171,39,S18_3232,140.55,5481.45,
984,10175,29,S18_3232,152.41,4419.89,
985,10181,45,S18_3232,140.55,6324.75,
986,10184,28,S18_3232,157.49,4409.72,
987,10192,26,S18_3232,150.71,3918.46,
988,10195,50,S18_3232,152.41,7620.5,
989,10203,48,S18_3232,172.73,8291.04,
990,10207,25,S18_3232,157.49,3937.25,
991,10212,40,S18_3232,138.86,5554.4,
992,10225,43,S18_3232,149.02,6407.86,
993,10229,22,S18_3232,189.66,4172.52,
994,10239,47,S18_3232,150.71,7083.37,
995,10246,36,S18_3232,198.13,7132.68,
996,10253,40,S18_3232,169.34,6773.6,
997,10259,27,S18_3232,135.47,3657.69,
998,10266,29,S18_3232,165.95,4812.55,
999,10271,20,S18_3232,196.43,3928.6,
1000,10278,42,S18_3232,152.41,6401.22,
1001,10281,25,S18_3232,167.65,4191.25,
1002,10287,36,S18_3232,162.57,5852.52,
1003,10292,21,S18_3232,135.47,2844.87,
1004,10301,23,S18_3232,174.42,4011.66,
1005,10305,37,S18_3232,201.51,7455.87,
1006,10310,48,S18_3232,186.27,8940.96,
1007,10313,25,S18_3232,182.89,4572.25,
1008,10321,33,S18_3232,172.73,5700.09,
1009,10324,27,S18_3232,116.87,3155.49,
1010,10331,27,S18_3232,154.47,4170.69,
1011,10334,20,S18_3232,143.94,2878.8,
1012,10342,30,S18_3232,167.65,5029.5,
1013,10349,48,S18_3232,154.1,7396.8,
1014,10358,32,S18_3232,93.49,2991.68,
1015,10366,34,S18_3232,184.58,6275.72,
1016,10370,27,S18_3232,56.85,1534.95,
1017,10377,39,S18_3232,186.27,7264.53,
1018,10383,47,S18_3232,146.15,6869.05,
1019,10394,22,S18_3232,152.41,3353.02,
1020,10405,55,S18_3232,150.71,8289.05,
1021,10412,60,S18_3232,198.13,11887.8,
1022,10419,35,S18_3232,169.34,5926.9,
1023,10425,28,S18_3232,135.47,3793.16,
1024,10105,38,S18_3259,113.95,4330.1,
1025,10117,21,S18_3259,95.8,2011.8,
1026,10128,41,S18_3259,117.98,4837.18,
1027,10142,22,S18_3259,97.81,2151.82,
1028,10153,29,S18_3259,88.74,2573.46,
1029,10165,50,S18_3259,106.89,5344.5,
1030,10177,29,S18_3259,105.88,3070.52,
1031,10185,49,S18_3259,80.67,3952.83,
1032,10196,35,S18_3259,101.85,3564.75,
1033,10208,48,S18_3259,116.97,5614.56,
1034,10221,23,S18_3259,80.67,1855.41,
1035,10232,48,S18_3259,95.8,4598.4,
1036,10248,42,S18_3259,121.01,5082.42,
1037,10273,47,S18_3259,115.97,5450.59,
1038,10282,36,S18_3259,115.97,4174.92,
1039,10293,22,S18_3259,109.92,2418.24,
1040,10306,40,S18_3259,91.76,3670.4,
1041,10314,23,S18_3259,107.9,2481.7,
1042,10326,32,S18_3259,118.99,3807.68,
1043,10336,21,S18_3259,106.21,2230.41,
1044,10350,41,S18_3259,93.04,3814.64,
1045,10372,25,S18_3259,84.71,2117.75,
1046,10383,26,S18_3259,128.48,3340.48,
1047,10396,24,S18_3259,89.75,2154.0,
1048,10414,48,S18_3259,121.01,5808.48,
1049,10108,26,S18_3278,68.35,1777.1,
1050,10122,21,S18_3278,73.17,1536.57,
1051,10135,45,S18_3278,78.0,3510.0,
1052,10147,36,S18_3278,86.04,3097.44,
1053,10169,32,S18_3278,70.76,2264.32,
1054,10181,30,S18_3278,82.82,2484.6,
1055,10191,36,S18_3278,94.88,3415.68,
1056,10203,33,S18_3278,86.04,2839.32,
1057,10211,35,S18_3278,78.0,2730.0,
1058,10225,37,S18_3278,95.69,3540.53,
1059,10238,41,S18_3278,73.17,2999.97,
1060,10252,20,S18_3278,76.39,1527.8,
1061,10265,45,S18_3278,86.84,3907.8,
1062,10276,38,S18_3278,69.96,2658.48,
1063,10287,43,S18_3278,70.76,3042.68,
1064,10300,49,S18_3278,78.8,3861.2,
1065,10310,27,S18_3278,80.41,2171.07,
1066,10319,46,S18_3278,73.98,3403.08,
1067,10329,38,S18_3278,59.1,2245.8,
1068,10342,25,S18_3278,66.74,1668.5,
1069,10363,46,S18_3278,60.3,2773.8,
1070,10378,22,S18_3278,112.0,2464.0,
1071,10390,40,S18_3278,137.29,5491.6,
1072,10103,46,S18_3320,104.17,4791.82,
1073,10126,38,S18_3320,82.34,3128.92,
1074,10139,30,S18_3320,103.18,3095.4,
1075,10149,42,S18_3320,94.25,3958.5,
1076,10163,43,S18_3320,116.08,4991.44,
1077,10173,29,S18_3320,95.24,2761.96,
1078,10182,33,S18_3320,86.31,2848.23,
1079,10193,32,S18_3320,79.37,2539.84,
1080,10206,28,S18_3320,87.3,2444.4,
1081,10215,41,S18_3320,111.12,4555.92,
1082,10227,33,S18_3320,111.12,3666.96,
1083,10244,36,S18_3320,84.33,3035.88,
1084,10257,26,S18_3320,89.29,2321.54,
1085,10280,34,S18_3320,102.19,3474.46,
1086,10290,26,S18_3320,96.23,2501.98,
1087,10304,38,S18_3320,104.17,3958.46,
1088,10312,33,S18_3320,107.15,3535.95,
1089,10323,33,S18_3320,91.27,3011.91,
1090,10347,26,S18_3320,102.19,2656.94,
1091,10357,25,S18_3320,104.17,2604.25,
1092,10369,45,S18_3320,73.08,3288.6,
1093,10382,50,S18_3320,178.71,8935.5,
1094,10392,36,S18_3320,112.11,4035.96,
1095,10423,21,S18_3320,89.29,1875.09,
1096,10108,29,S18_3482,139.64,4049.56,
1097,10122,21,S18_3482,117.59,2469.39,
1098,10135,42,S18_3482,129.35,5432.7,
1099,10147,37,S18_3482,119.06,4405.22,
1100,10169,36,S18_3482,123.47,4444.92,
1101,10181,22,S18_3482,154.34,3395.48,
1102,10191,23,S18_3482,148.46,3414.58,
1103,10203,32,S18_3482,160.22,5127.04,
1104,10211,28,S18_3482,133.76,3745.28,
1105,10225,27,S18_3482,169.04,4564.08,
1106,10238,49,S18_3482,133.76,6554.24,
1107,10252,41,S18_3482,164.63,6749.83,
1108,10265,49,S18_3482,171.98,8427.02,
1109,10276,30,S18_3482,130.82,3924.6,
1110,10287,40,S18_3482,169.04,6761.6,
1111,10300,23,S18_3482,164.63,3786.49,
1112,10310,49,S18_3482,127.88,6266.12,
1113,10320,25,S18_3482,139.64,3491.0,
1114,10330,37,S18_3482,119.06,4405.22,
1115,10342,55,S18_3482,119.06,6548.3,
1116,10355,23,S18_3482,138.17,3177.91,
1117,10363,24,S18_3482,172.61,4142.64,
1118,10378,43,S18_3482,96.49,4149.07,
1119,10390,50,S18_3482,147.94,7397.0,
1120,10109,47,S18_3685,132.8,6241.6,
1121,10123,34,S18_3685,156.82,5331.88,
1122,10137,31,S18_3685,165.3,5124.3,
1123,10148,28,S18_3685,129.98,3639.44,
1124,10161,36,S18_3685,154.0,5544.0,
1125,10172,48,S18_3685,114.44,5493.12,
1126,10181,39,S18_3685,148.34,5785.26,
1127,10192,45,S18_3685,118.68,5340.6,
1128,10204,35,S18_3685,163.88,5735.8,
1129,10212,45,S18_3685,141.28,6357.6,
1130,10226,46,S18_3685,159.65,7343.9,
1131,10240,37,S18_3685,161.06,5959.22,
1132,10253,31,S18_3685,129.98,4029.38,
1133,10266,33,S18_3685,152.58,5035.14,
1134,10278,31,S18_3685,132.8,4116.8,
1135,10287,27,S18_3685,159.65,4310.55,
1136,10301,39,S18_3685,165.3,6446.7,
1137,10311,32,S18_3685,113.02,3616.64,
1138,10321,28,S18_3685,151.17,4232.76,
1139,10331,26,S18_3685,67.91,1765.66,
1140,10343,44,S18_3685,84.88,3734.72,
1141,10367,46,S18_3685,104.53,4808.38,
1142,10379,32,S18_3685,70.83,2266.56,
1143,10406,65,S18_3685,161.06,10468.9,
1144,10419,43,S18_3685,129.98,5589.14,
1145,10108,43,S18_3782,67.77,2914.11,
1146,10122,35,S18_3782,49.74,1740.9,
1147,10135,45,S18_3782,50.36,2266.2,
1148,10146,47,S18_3782,67.14,3155.58,
1149,10169,38,S18_3782,68.39,2598.82,
1150,10180,21,S18_3782,50.36,1057.56,
1151,10191,43,S18_3782,72.74,3127.82,
1152,10211,46,S18_3782,54.09,2488.14,
1153,10224,38,S18_3782,58.44,2220.72,
1154,10237,26,S18_3782,52.22,1357.72,
1155,10252,31,S18_3782,52.84,1638.04,
1156,10264,48,S18_3782,54.71,2626.08,
1157,10276,33,S18_3782,50.36,1661.88,
1158,10286,38,S18_3782,57.2,2173.6,
1159,10299,39,S18_3782,55.95,2182.05,
1160,10310,42,S18_3782,67.14,2819.88,
1161,10319,44,S18_3782,59.06,2598.64,
1162,10330,29,S18_3782,69.63,2019.27,
1163,10342,26,S18_3782,55.95,1454.7,
1164,10355,31,S18_3782,53.47,1657.57,
1165,10363,32,S18_3782,89.12,2851.84,
1166,10378,28,S18_3782,164.63,4609.64,
1167,10390,36,S18_3782,141.11,5079.96,
1168,10403,36,S18_3782,52.22,1879.92,
1169,10106,41,S18_3856,116.46,4774.86,
1170,10119,27,S18_3856,99.52,2687.04,
1171,10130,33,S18_3856,103.75,3423.75,
1172,10143,34,S18_3856,101.64,3455.76,
1173,10155,29,S18_3856,124.93,3622.97,
1174,10167,34,S18_3856,105.87,3599.58,
1175,10178,48,S18_3856,112.22,5386.56,
1176,10186,46,S18_3856,106.93,4918.78,
1177,10197,22,S18_3856,115.4,2538.8,
1178,10222,45,S18_3856,85.75,3858.75,
1179,10249,46,S18_3856,121.75,5600.5,
1180,10262,34,S18_3856,120.69,4103.46,
1181,10273,50,S18_3856,85.75,4287.5,
1182,10283,46,S18_3856,125.99,5795.54,
1183,10296,22,S18_3856,84.7,1863.4,
1184,10307,48,S18_3856,86.81,4166.88,
1185,10316,47,S18_3856,86.81,4080.07,
1186,10328,34,S18_3856,112.22,3815.48,
1187,10338,45,S18_3856,122.81,5526.45,
1188,10351,20,S18_3856,168.73,3374.6,
1189,10373,50,S18_3856,60.49,3024.5,
1190,10386,22,S18_3856,57.55,1266.1,
1191,10398,45,S18_3856,106.93,4811.85,
1192,10400,58,S18_3856,125.99,7307.42,
1193,10415,51,S18_3856,121.75,6209.25,
1194,10104,38,S18_4027,140.75,5348.5,
1195,10117,22,S18_4027,126.39,2780.58,
1196,10127,25,S18_4027,137.88,3447.0,
1197,10142,24,S18_4027,157.98,3791.52,
1198,10152,35,S18_4027,129.26,4524.1,
1199,10165,28,S18_4027,119.2,3337.6,
1200,10176,36,S18_4027,153.67,5532.12,
