ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,orderdetailid,dealsizeid,productid,SALES
10322,S18_1367,41,57.68,5,495,2,20,2364.88
10332,S18_1367,27,89.89,16,496,2,20,2427.03
10347,S18_1367,21,58.95,7,497,2,20,1237.95
10356,S18_1367,22,72.41,6,498,2,20,1593.02
10369,S18_1367,32,98.63,7,499,2,20,3156.16
10391,S18_1367,42,119.0,3,500,1,20,4998.0
10422,S18_1367,25,51.75,1,501,2,20,1293.75
10110,S18_1589,37,146.84,16,502,2,21,5433.08
10123,S18_1589,26,118.22,2,503,2,21,3073.72
10137,S18_1589,44,99.55,2,504,2,21,4380.2
10148,S18_1589,47,124.44,9,505,1,21,5848.68
10161,S18_1589,43,143.11,8,506,2,21,6153.73
10172,S18_1589,42,118.22,6,507,2,21,4965.24
10181,S18_1589,42,129.42,2,508,2,21,5435.64
10192,S18_1589,29,146.84,7,509,2,21,4258.36
10204,S18_1589,40,100.8,13,510,2,21,4032.0
10212,S18_1589,38,118.22,6,511,2,21,4492.36
10226,S18_1589,38,109.51,4,512,2,21,4161.38
10241,S18_1589,21,119.46,11,513,1,21,2508.66
10253,S18_1589,24,140.62,1,514,2,21,3374.88
10266,S18_1589,36,144.35,2,515,3,21,5196.6
10278,S18_1589,23,113.24,2,516,2,21,2604.52
10288,S18_1589,20,146.84,14,517,1,21,2936.8
10301,S18_1589,32,107.02,4,518,2,21,3424.64
10311,S18_1589,29,100.8,9,519,1,21,2923.2
10321,S18_1589,44,102.04,6,520,1,21,4489.76
10331,S18_1589,44,110.21,14,521,2,21,4849.24
10343,S18_1589,36,162.47,4,522,2,21,5848.92
10367,S18_1589,49,56.3,1,523,1,21,2758.7
10378,S18_1589,34,42.64,5,524,1,21,1449.76
10407,S18_1589,59,119.46,11,525,3,21,7048.14
10419,S18_1589,37,140.62,1,526,1,21,5202.94
10106,S18_1662,36,146.65,12,527,2,22,5279.4
10119,S18_1662,43,160.84,3,528,2,22,6916.12
10131,S18_1662,21,132.46,4,529,1,22,2781.66
10143,S18_1662,32,164.0,7,530,2,22,5248.0
10155,S18_1662,38,171.88,5,531,2,22,6531.44
10167,S18_1662,43,134.04,1,532,2,22,5763.72
10178,S18_1662,42,154.54,4,533,2,22,6490.68
10186,S18_1662,32,187.65,1,534,2,22,6004.8
10198,S18_1662,42,178.19,4,535,3,22,7483.98
10210,S18_1662,31,184.5,17,536,2,22,5719.5
10222,S18_1662,49,141.92,4,537,2,22,6954.08
10250,S18_1662,45,181.34,14,538,3,22,8160.3
10262,S18_1662,49,134.04,9,539,2,22,6567.96
10274,S18_1662,41,164.0,1,540,2,22,6724.0
10284,S18_1662,45,127.73,11,541,2,22,5747.85
10296,S18_1662,36,157.69,7,542,2,22,5676.84
10307,S18_1662,39,189.23,1,543,1,22,7379.97
10316,S18_1662,27,137.19,9,544,2,22,3704.13
10327,S18_1662,25,112.19,6,545,1,22,2804.75
10338,S18_1662,41,137.19,1,546,2,22,5624.79
10351,S18_1662,39,99.52,1,547,2,22,3881.28
10373,S18_1662,28,57.55,4,548,2,22,1611.4
10386,S18_1662,25,54.57,7,549,1,22,1364.25
10398,S18_1662,33,127.73,11,550,2,22,4215.09
10400,S18_1662,34,189.23,1,551,3,22,6433.82
10416,S18_1662,24,181.34,14,552,2,22,4352.16
10100,S18_1749,30,171.7,3,553,2,23,5151.0
10110,S18_1749,42,144.5,7,554,2,23,6069.0
10124,S18_1749,21,136.0,6,555,1,23,2856.0
10149,S18_1749,34,158.1,11,556,2,23,5375.4
10173,S18_1749,24,146.2,13,557,2,23,3508.8
10182,S18_1749,44,171.7,10,558,1,23,7554.8
10193,S18_1749,21,149.6,14,559,2,23,3141.6
10204,S18_1749,33,178.5,4,560,2,23,5890.5
10214,S18_1749,30,198.9,7,561,2,23,5967.0
10227,S18_1749,26,142.8,10,562,1,23,3712.8
10241,S18_1749,41,185.3,2,563,1,23,7597.3
10280,S18_1749,26,141.1,16,564,3,23,3668.6
10288,S18_1749,32,183.6,5,565,1,23,5875.2
10302,S18_1749,43,170.0,1,566,3,23,7310.0
10312,S18_1749,48,168.3,17,567,3,23,8078.4
10331,S18_1749,44,74.04,7,568,2,23,3257.76
10344,S18_1749,45,170.0,1,569,3,23,7650.0
10367,S18_1749,37,127.13,3,570,1,23,4703.81
10379,S18_1749,39,138.45,2,571,2,23,5399.55
10407,S18_1749,76,185.3,2,572,3,23,14082.8
10420,S18_1749,37,142.8,5,573,2,23,5283.6
10108,S18_1889,38,82.39,2,574,2,24,3130.82
10122,S18_1889,43,72.38,6,575,3,24,3112.34
10135,S18_1889,48,79.31,3,576,3,24,3806.88
10147,S18_1889,26,82.39,3,577,3,24,2142.14
10170,S18_1889,20,63.14,2,578,2,24,1262.8
10181,S18_1889,22,73.92,10,579,2,24,1626.24
10192,S18_1889,45,90.86,15,580,2,24,4088.7
10203,S18_1889,45,85.47,4,581,2,24,3846.15
10212,S18_1889,20,66.99,14,582,2,24,1339.8
10225,S18_1889,47,64.68,5,583,2,24,3039.96
10239,S18_1889,46,73.92,4,584,1,24,3400.32
10253,S18_1889,23,83.93,9,585,2,24,1930.39
10266,S18_1889,33,74.69,10,586,3,24,2464.77
10278,S18_1889,29,90.86,10,587,2,24,2634.94
10287,S18_1889,44,82.39,8,588,2,24,3625.16
10300,S18_1889,41,92.4,1,589,2,24,3788.4
10310,S18_1889,20,91.63,6,590,2,24,1832.6
10321,S18_1889,37,78.54,14,591,1,24,2905.98
10329,S18_1889,29,101.89,9,592,2,24,2954.81
10342,S18_1889,55,65.45,1,593,2,24,3599.75
10363,S18_1889,22,167.57,7,594,1,24,3686.54
10377,S18_1889,31,67.76,4,595,1,24,2100.56
10389,S18_1889,49,79.22,3,596,1,24,3881.78
10405,S18_1889,61,73.92,4,597,3,24,4509.12
10419,S18_1889,39,83.93,9,598,1,24,3273.27
10109,S18_1984,38,116.65,3,599,2,25,4432.7
10122,S18_1984,31,132.29,1,600,3,25,4100.99
10136,S18_1984,36,146.52,1,601,2,25,5274.72
10148,S18_1984,25,169.28,12,602,1,25,4232.0
10161,S18_1984,48,128.03,11,603,2,25,6145.44
10171,S18_1984,35,133.72,1,604,2,25,4680.2
10181,S18_1984,21,156.48,5,605,2,25,3286.08
10192,S18_1984,47,157.9,10,606,2,25,7421.3
10204,S18_1984,38,169.28,16,607,2,25,6432.64
10212,S18_1984,41,118.07,9,608,2,25,4840.87
10226,S18_1984,24,162.17,7,609,2,25,3892.08
10240,S18_1984,37,149.36,2,610,2,25,5526.32
10253,S18_1984,33,135.14,4,611,2,25,4459.62
10266,S18_1984,49,126.6,5,612,3,25,6203.4
10278,S18_1984,29,129.45,5,613,2,25,3754.05
10287,S18_1984,24,146.52,3,614,2,25,3516.48
10301,S18_1984,47,159.32,7,615,2,25,7488.04
10310,S18_1984,24,143.67,1,616,2,25,3448.08
10321,S18_1984,25,149.36,9,617,1,25,3734.0
10331,S18_1984,30,32.47,8,618,2,25,974.1
10342,S18_1984,22,143.67,3,619,2,25,3160.74
10356,S18_1984,27,64.69,2,620,2,25,1746.63
10366,S18_1984,34,123.76,3,621,2,25,4207.84
10377,S18_1984,36,120.91,6,622,1,25,4352.76
10390,S18_1984,34,43.05,15,623,2,25,1463.7
10406,S18_1984,48,149.36,2,624,3,25,7169.28
10419,S18_1984,34,135.14,4,625,1,25,4594.76
10104,S18_2238,24,144.08,8,626,2,26,3457.92
10115,S18_2238,46,160.46,4,627,2,26,7381.16
10127,S18_2238,45,158.82,10,628,3,26,7146.9
10141,S18_2238,39,152.27,4,629,1,26,5938.53
10151,S18_2238,43,165.37,2,630,2,26,7110.91
10165,S18_2238,29,173.55,11,631,3,26,5032.95
10176,S18_2238,20,183.38,10,632,3,26,3667.6
10184,S18_2238,46,160.46,5,633,2,26,7381.16
10195,S18_2238,27,189.93,5,634,2,26,5128.11
10207,S18_2238,44,160.46,6,635,2,26,7060.24
10219,S18_2238,43,196.48,1,636,2,26,8448.64
10230,S18_2238,49,148.99,8,637,3,26,7300.51
10246,S18_2238,40,163.73,4,638,2,26,6549.2
10259,S18_2238,30,189.93,3,639,2,26,5697.9
10271,S18_2238,50,183.38,4,640,2,26,9169.0
10282,S18_2238,23,140.81,13,641,3,26,3238.63
10292,S18_2238,26,175.19,7,642,1,26,4554.94
10305,S18_2238,27,145.72,4,643,2,26,3934.44
10314,S18_2238,42,137.53,13,644,3,26,5776.26
10324,S18_2238,47,153.35,8,645,1,26,7207.45
10336,S18_2238,49,152.26,6,646,1,26,7460.74
10349,S18_2238,38,176.83,8,647,2,26,6719.54
10358,S18_2238,20,121.4,10,648,1,26,2428.0
10371,S18_2238,25,104.09,7,649,2,26,2602.25
10382,S18_2238,25,88.0,5,650,2,26,2200.0
10412,S18_2238,41,163.73,4,651,2,26,6712.93
10425,S18_2238,28,189.93,3,652,2,26,5318.04
10100,S18_2248,50,67.8,2,653,2,27,3390.0
10110,S18_2248,32,50.25,6,654,2,27,1608.0
10124,S18_2248,42,53.88,5,655,1,27,2262.96
10149,S18_2248,24,62.36,10,656,2,27,1496.64
10173,S18_2248,26,57.51,12,657,2,27,1495.26
10182,S18_2248,38,61.15,9,658,1,27,2323.7
10193,S18_2248,42,59.33,13,659,2,27,2491.86
10204,S18_2248,23,71.44,3,660,2,27,1643.12
10214,S18_2248,21,62.96,6,661,2,27,1322.16
10227,S18_2248,28,50.85,9,662,1,27,1423.8
10241,S18_2248,33,72.65,1,663,1,27,2397.45
10280,S18_2248,25,62.96,15,664,3,27,1574.0
10288,S18_2248,28,61.75,4,665,1,27,1729.0
10303,S18_2248,46,49.04,2,666,1,27,2255.84
10312,S18_2248,30,61.15,16,667,3,27,1834.5
10332,S18_2248,38,84.25,9,668,2,27,3201.5
10344,S18_2248,40,56.91,2,669,3,27,2276.4
10367,S18_2248,45,197.44,4,670,1,27,8884.8
10379,S18_2248,27,49.3,1,671,2,27,1331.1
10407,S18_2248,42,72.65,1,672,3,27,3051.3
10420,S18_2248,36,63.57,4,673,2,27,2288.52
10104,S18_2319,29,130.09,12,674,2,28,3772.61
10114,S18_2319,39,106.78,3,675,2,28,4164.42
10127,S18_2319,45,139.91,14,676,3,28,6295.95
10141,S18_2319,47,133.78,8,677,1,28,6287.66
10151,S18_2319,49,110.46,6,678,2,28,5412.54
10165,S18_2319,46,130.09,15,679,3,28,5984.14
10175,S18_2319,48,122.73,4,680,2,28,5891.04
10184,S18_2319,46,130.09,9,681,2,28,5984.14
10195,S18_2319,35,103.09,9,682,2,28,3608.15
10207,S18_2319,43,133.78,10,683,2,28,5752.54
10229,S18_2319,26,144.82,4,684,2,28,3765.32
10246,S18_2319,22,98.18,8,685,2,28,2159.96
10259,S18_2319,34,99.41,7,686,2,28,3379.94
10271,S18_2319,50,101.87,8,687,2,28,5093.5
10281,S18_2319,48,120.28,4,688,3,28,5773.44
10292,S18_2319,41,110.46,11,689,1,28,4528.86
10305,S18_2319,36,133.78,8,690,2,28,4816.08
10313,S18_2319,29,117.82,2,691,2,28,3416.78
10324,S18_2319,33,37.48,10,692,1,28,1236.84
10334,S18_2319,46,126.41,6,693,2,28,5814.86
10349,S18_2319,38,137.46,7,694,2,28,5223.48
10358,S18_2319,20,36.42,11,695,1,28,728.4
10370,S18_2319,22,179.5,5,696,1,28,3949.0
10383,S18_2319,27,142.37,11,697,2,28,3843.99
10412,S18_2319,56,98.18,8,698,2,28,5498.08
10425,S18_2319,38,99.41,7,699,2,28,3777.58
10101,S18_2325,25,151.28,4,700,2,29,3782.0
10110,S18_2325,33,116.96,4,701,2,29,3859.68
10124,S18_2325,42,105.52,3,702,1,29,4431.84
10149,S18_2325,33,150.01,8,703,2,29,4950.33
10173,S18_2325,31,144.93,10,704,2,29,4492.83
10182,S18_2325,20,110.6,7,705,1,29,2212.0
10193,S18_2325,44,105.52,11,706,2,29,4642.88
10204,S18_2325,26,123.32,1,707,2,29,3206.32
10214,S18_2325,27,133.49,4,708,2,29,3604.23
10227,S18_2325,46,152.56,7,709,1,29,7017.76
10243,S18_2325,47,130.94,2,710,2,29,6154.18
10280,S18_2325,37,128.4,13,711,3,29,4750.8
10288,S18_2325,31,123.32,2,712,1,29,3822.92
10304,S18_2325,24,101.7,17,713,3,29,2440.8
10312,S18_2325,31,152.56,14,714,3,29,4729.36
10322,S18_2325,50,250.73,6,715,2,29,12536.5
10332,S18_2325,35,64.69,8,716,2,29,2264.15
10344,S18_2325,30,130.94,3,717,3,29,3928.2
10356,S18_2325,29,125.18,3,718,2,29,3630.22
10367,S18_2325,27,155.41,5,719,1,29,4196.07
10380,S18_2325,40,123.29,10,720,1,29,4931.6
10390,S18_2325,31,98.99,16,721,2,29,3068.69
10409,S18_2325,6,130.94,2,722,1,29,785.64
10420,S18_2325,45,110.6,2,723,2,29,4977.0
10103,S18_2432,22,54.09,2,724,2,30,1189.98
10114,S18_2432,45,68.67,6,725,2,30,3090.15
10126,S18_2432,43,65.02,2,726,3,30,2795.86
10140,S18_2432,46,61.99,2,727,3,30,2851.54
10151,S18_2432,39,69.28,9,728,2,30,2701.92
10165,S18_2432,31,71.1,18,729,3,30,2204.1
10175,S18_2432,41,69.28,7,730,2,30,2840.48
10184,S18_2432,44,60.16,12,731,2,30,2647.04
10194,S18_2432,45,70.49,2,732,3,30,3172.05
10207,S18_2432,37,69.89,13,733,2,30,2585.93
10217,S18_2432,35,61.38,2,734,3,30,2148.3
10229,S18_2432,28,59.55,7,735,2,30,1667.4
10246,S18_2432,30,61.99,11,736,2,30,1859.7
10259,S18_2432,30,49.22,10,737,2,30,1476.6
10271,S18_2432,25,69.28,11,738,2,30,1732.0
10281,S18_2432,29,57.73,7,739,3,30,1674.17
10291,S18_2432,26,57.73,2,740,3,30,1500.98
10305,S18_2432,41,53.48,11,741,2,30,2192.68
10313,S18_2432,34,52.87,5,742,2,30,1797.58
10322,S18_2432,35,61.21,11,743,2,30,2142.35
10334,S18_2432,34,61.38,1,744,2,30,2086.92
10347,S18_2432,50,136.69,8,745,2,30,6834.5
10357,S18_2432,41,61.99,7,746,2,30,2541.59
10370,S18_2432,22,96.86,7,747,1,30,2130.92
10391,S18_2432,44,38.5,5,748,1,30,1694.0
10412,S18_2432,47,61.99,11,749,2,30,2913.53
10425,S18_2432,19,49.22,10,750,2,30,935.18
10106,S18_2581,34,90.39,2,751,2,31,3073.26
10120,S18_2581,29,71.81,8,752,1,31,2082.49
10133,S18_2581,49,69.27,3,753,2,31,3394.23
10145,S18_2581,30,85.32,14,754,2,31,2559.6
10168,S18_2581,21,70.96,9,755,2,31,1490.16
10210,S18_2581,50,76.88,7,756,2,31,3844.0
10223,S18_2581,47,100.53,9,757,2,31,4724.91
10235,S18_2581,24,76.03,3,758,1,31,1824.72
10250,S18_2581,27,98.84,4,759,3,31,2668.68
10263,S18_2581,33,86.17,10,760,2,31,2843.61
10275,S18_2581,35,90.39,9,761,2,31,3163.65
10284,S18_2581,31,71.81,1,762,2,31,2226.11
10297,S18_2581,25,82.79,4,763,1,31,2069.75
10308,S18_2581,27,82.79,7,764,2,31,2235.33
10318,S18_2581,31,100.53,9,765,2,31,3116.43
10327,S18_2581,45,106.26,8,766,1,31,4781.7
10339,S18_2581,27,104.1,2,767,1,31,2810.7
10353,S18_2581,27,130.21,1,768,2,31,3515.67
10374,S18_2581,42,69.27,2,769,2,31,2909.34
10386,S18_2581,21,74.77,18,770,1,31,1570.17
10398,S18_2581,34,76.88,15,771,2,31,2613.92
10401,S18_2581,42,76.03,3,772,2,31,3193.26
10416,S18_2581,15,98.84,4,773,2,31,1482.6
10107,S18_2625,29,70.87,6,774,1,32,2055.23
10120,S18_2625,46,58.15,4,775,1,32,2674.9
10134,S18_2625,30,61.78,6,776,2,32,1853.4
10145,S18_2625,30,49.67,10,777,2,32,1490.1
10168,S18_2625,46,61.18,5,778,2,32,2814.28
10180,S18_2625,25,64.2,13,779,1,32,1605.0
10188,S18_2625,32,65.42,5,780,2,32,2093.44
10210,S18_2625,40,49.67,3,781,2,32,1986.8
10223,S18_2625,28,60.57,5,782,2,32,1695.96
10236,S18_2625,23,55.72,2,783,1,32,1281.56
10251,S18_2625,29,61.18,6,784,2,32,1774.22
10263,S18_2625,34,58.75,6,785,2,32,1997.5
10275,S18_2625,37,63.6,5,786,2,32,2353.2
10285,S18_2625,20,49.06,10,787,2,32,981.2
10298,S18_2625,32,48.46,2,788,2,32,1550.72
10308,S18_2625,34,52.09,3,789,2,32,1771.06
10318,S18_2625,42,52.7,5,790,2,32,2213.4
10329,S18_2625,38,138.58,12,791,2,32,5266.04
10339,S18_2625,30,62.16,1,792,1,32,1864.8
10362,S18_2625,23,49.67,3,793,2,32,1142.41
10374,S18_2625,22,53.3,4,794,2,32,1172.6
10389,S18_2625,39,179.0,5,795,1,32,6981.0
10402,S18_2625,55,55.72,2,796,2,32,3064.6
10417,S18_2625,36,61.18,6,797,3,32,2202.48
10101,S18_2795,26,145.13,1,798,2,33,3773.38
10110,S18_2795,31,163.69,1,799,2,33,5074.39
10125,S18_2795,34,190.69,2,800,2,33,6483.46
10139,S18_2795,41,194.06,8,801,2,33,7956.46
10149,S18_2795,23,183.94,5,802,2,33,4230.62
10173,S18_2795,22,156.94,7,803,2,33,3452.68
10182,S18_2795,21,145.13,4,804,1,33,3047.73
10193,S18_2795,22,167.06,8,805,2,33,3675.32
10205,S18_2795,40,187.31,3,806,2,33,7492.4
10214,S18_2795,50,190.69,1,807,2,33,9534.5
10227,S18_2795,29,192.38,4,808,1,33,5579.02
10244,S18_2795,43,138.38,8,809,2,33,5950.34
10255,S18_2795,24,155.25,1,810,2,33,3726.0
10280,S18_2795,22,202.5,10,811,3,33,4455.0
10289,S18_2795,43,192.38,3,812,2,33,8272.34
10304,S18_2795,20,178.88,14,813,3,33,3577.6
10312,S18_2795,25,155.25,11,814,3,33,3881.25
10322,S18_2795,36,161.04,2,815,2,33,5797.44
10332,S18_2795,24,52.67,1,816,2,33,1264.08
10347,S18_2795,21,229.3,6,817,2,33,4815.3
10356,S18_2795,30,148.74,1,818,2,33,4462.2
10367,S18_2795,32,94.79,7,819,1,33,3033.28
10380,S18_2795,21,47.18,8,820,1,33,990.78
10390,S18_2795,26,78.11,7,821,2,33,2030.86
10421,S18_2795,35,155.25,1,822,2,33,5433.75
10109,S18_2870,26,121.44,1,823,2,34,3157.44
10123,S18_2870,46,112.2,3,824,2,34,5161.2
10137,S18_2870,37,117.48,3,825,2,34,4346.76
10148,S18_2870,27,130.68,10,826,1,34,3528.36
10161,S18_2870,23,138.6,9,827,2,34,3187.8
10172,S18_2870,39,154.44,7,828,2,34,6023.16
10181,S18_2870,27,143.88,3,829,2,34,3884.76
10192,S18_2870,38,130.68,8,830,2,34,4965.84
10204,S18_2870,27,154.44,14,831,2,34,4169.88
10212,S18_2870,40,122.76,7,832,2,34,4910.4
10226,S18_2870,24,134.64,5,833,2,34,3231.36
10241,S18_2870,44,155.76,12,834,1,34,6853.44
10253,S18_2870,37,139.92,2,835,2,34,5177.04
10266,S18_2870,20,141.24,3,836,3,34,2824.8
10278,S18_2870,39,110.88,3,837,2,34,4324.32
10287,S18_2870,44,114.84,1,838,2,34,5052.96
10301,S18_2870,22,146.52,5,839,2,34,3223.44
10311,S18_2870,43,122.76,10,840,1,34,5278.68
10321,S18_2870,27,105.6,7,841,1,34,2851.2
10331,S18_2870,26,64.9,10,842,2,34,1687.4
10343,S18_2870,25,52.32,3,843,2,34,1308.0
10366,S18_2870,49,125.4,2,844,2,34,6144.6
10379,S18_2870,29,176.8,5,845,2,34,5127.2
10407,S18_2870,41,155.76,12,846,3,34,6386.16
10419,S18_2870,55,139.92,2,847,1,34,7695.6
10103,S18_2949,27,83.07,12,848,2,35,2242.89
10112,S18_2949,23,110.43,2,849,3,35,2539.89
10126,S18_2949,31,90.17,12,850,3,35,2795.27
10139,S18_2949,46,120.56,1,851,2,35,5545.76
10150,S18_2949,47,91.18,9,852,3,35,4285.46
10163,S18_2949,31,107.39,2,853,2,35,3329.09
10174,S18_2949,46,121.57,5,854,3,35,5592.22
10183,S18_2949,37,89.15,9,855,2,35,3298.55
10193,S18_2949,28,93.21,1,856,2,35,2609.88
10206,S18_2949,37,90.17,7,857,3,35,3336.29
10215,S18_2949,49,112.45,4,858,2,35,5510.05
10228,S18_2949,24,104.35,3,859,2,35,2504.4
10244,S18_2949,30,117.52,1,860,2,35,3525.6
10257,S18_2949,50,88.14,1,861,2,35,4407.0
10270,S18_2949,31,96.24,10,862,2,35,2983.44
10280,S18_2949,46,111.44,3,863,3,35,5126.24
10291,S18_2949,47,121.57,12,864,3,35,5713.79
10304,S18_2949,46,100.3,7,865,3,35,4613.8
10312,S18_2949,37,100.3,4,866,3,35,3711.1
10322,S18_2949,33,106.81,12,867,2,35,3524.73
10347,S18_2949,48,100.3,9,868,2,35,4814.4
10357,S18_2949,41,87.13,6,869,2,35,3572.33
10369,S18_2949,42,109.08,1,870,2,35,4581.36
10391,S18_2949,32,45.25,6,871,1,35,1448.0
10423,S18_2949,10,88.14,1,872,1,35,881.4
10103,S18_2957,35,57.46,14,873,2,36,2011.1
10126,S18_2957,46,73.7,14,874,3,36,3390.2
10139,S18_2957,20,71.2,3,875,2,36,1424.0
10150,S18_2957,30,49.97,11,876,3,36,1499.1
10163,S18_2957,48,69.96,4,877,2,36,3358.08
10173,S18_2957,28,53.72,2,878,2,36,1504.16
10183,S18_2957,39,68.08,11,879,2,36,2655.12
10193,S18_2957,24,51.84,3,880,2,36,1244.16
10206,S18_2957,28,67.46,9,881,3,36,1888.88
10215,S18_2957,31,58.71,6,882,2,36,1820.01
10228,S18_2957,45,63.71,5,883,2,36,2866.95
10244,S18_2957,24,58.09,3,884,2,36,1394.16
10257,S18_2957,49,53.72,3,885,2,36,2632.28
10269,S18_2957,32,63.08,1,886,1,36,2018.56
10280,S18_2957,43,68.71,5,887,3,36,2954.53
10291,S18_2957,37,50.59,14,888,3,36,1871.83
10304,S18_2957,24,64.96,9,889,3,36,1559.04
10312,S18_2957,35,53.72,6,890,3,36,1880.2
10322,S18_2957,41,29.87,13,891,2,36,1224.67
10332,S18_2957,26,114.58,17,892,2,36,2979.08
10347,S18_2957,34,64.96,10,893,2,36,2208.64
10357,S18_2957,49,70.58,5,894,2,36,3458.42
10369,S18_2957,28,44.21,6,895,2,36,1237.88
10392,S18_2957,37,59.96,3,896,1,36,2218.52
10423,S18_2957,31,53.72,3,897,1,36,1665.32
10106,S18_3029,41,83.44,18,898,2,37,3421.04
10119,S18_3029,21,89.46,9,899,2,37,1878.66
10130,S18_3029,40,96.34,2,900,2,37,3853.6
10143,S18_3029,46,74.84,13,901,2,37,3442.64
10155,S18_3029,44,79.14,11,902,2,37,3482.16
10167,S18_3029,46,73.12,7,903,2,37,3363.52
10178,S18_3029,41,81.72,10,904,2,37,3350.52
10186,S18_3029,32,89.46,7,905,2,37,2862.72
10197,S18_3029,46,87.74,4,906,2,37,4036.04
10222,S18_3029,49,94.62,10,907,2,37,4636.38
10248,S18_3029,21,73.98,1,908,1,37,1553.58
10262,S18_3029,32,84.3,15,909,2,37,2697.6
10273,S18_3029,34,98.06,2,910,2,37,3334.04
10283,S18_3029,21,98.06,4,911,1,37,2059.26
10296,S18_3029,21,96.34,13,912,2,37,2023.14
10307,S18_3029,31,83.44,7,913,1,37,2586.64
10316,S18_3029,21,94.62,15,914,2,37,1987.02
10327,S18_3029,25,45.86,5,915,1,37,1146.5
10338,S18_3029,28,82.58,3,916,2,37,2312.24
10350,S18_3029,43,64.97,6,917,1,37,2793.71
10373,S18_3029,22,86.74,5,918,2,37,1908.28
10386,S18_3029,37,93.01,5,919,1,37,3441.37
10398,S18_3029,28,72.26,18,920,2,37,2023.28
10400,S18_3029,30,74.84,7,921,3,37,2245.2
10414,S18_3029,44,73.98,1,922,1,37,3255.12
10103,S18_3136,25,101.58,13,923,2,38,2539.5
10126,S18_3136,30,97.39,13,924,3,38,2921.7
10139,S18_3136,20,90.06,2,925,2,38,1801.2
10150,S18_3136,26,107.86,10,926,3,38,2804.36
10163,S18_3136,40,122.52,3,927,2,38,4900.8
10173,S18_3136,31,89.01,1,928,2,38,2759.31
10183,S18_3136,22,113.1,10,929,2,38,2488.2
10193,S18_3136,23,120.43,2,930,2,38,2769.89
10206,S18_3136,30,119.38,8,931,3,38,3581.4
10215,S18_3136,49,107.86,5,932,2,38,5285.14
10228,S18_3136,31,102.63,4,933,2,38,3181.53
10244,S18_3136,29,115.19,2,934,2,38,3340.51
10257,S18_3136,37,84.82,2,935,2,38,3138.34
10270,S18_3136,38,125.66,11,936,2,38,4775.08
10280,S18_3136,29,103.67,4,937,3,38,3006.43
10291,S18_3136,23,124.62,13,938,3,38,2866.26
10304,S18_3136,26,85.87,8,939,3,38,2232.62
10312,S18_3136,38,117.29,5,940,3,38,4457.02
10322,S18_3136,48,47.04,7,941,2,38,2257.92
10332,S18_3136,40,39.8,18,942,2,38,1592.0
10347,S18_3136,45,109.96,11,943,2,38,4948.2
10357,S18_3136,44,117.29,4,944,2,38,5160.76
10369,S18_3136,21,94.22,5,945,2,38,1978.62
10392,S18_3136,29,86.92,2,946,1,38,2520.68
10423,S18_3136,21,84.82,2,947,1,38,1781.22
10105,S18_3140,22,139.32,11,948,3,39,3065.04
10117,S18_3140,26,136.59,5,949,2,39,3551.34
10128,S18_3140,41,135.22,2,950,2,39,5544.02
10142,S18_3140,47,128.39,8,951,3,39,6034.33
10153,S18_3140,31,117.47,7,952,2,39,3641.57
10166,S18_3140,43,161.18,2,953,2,39,6930.74
10177,S18_3140,23,159.81,9,954,2,39,3675.63
10185,S18_3140,28,122.93,9,955,2,39,3442.04
10196,S18_3140,49,140.69,1,956,3,39,6893.81
10208,S18_3140,24,109.27,9,957,3,39,2622.48
10221,S18_3140,33,133.86,3,958,2,39,4417.38
10232,S18_3140,22,163.91,6,959,2,39,3606.02
10248,S18_3140,32,118.83,12,960,1,39,3802.56
10273,S18_3140,40,125.66,13,961,2,39,5026.4
10282,S18_3140,43,155.71,1,962,3,39,6695.53
10293,S18_3140,24,117.47,4,963,3,39,2819.28
10306,S18_3140,32,117.47,9,964,2,39,3759.04
10314,S18_3140,20,136.59,1,965,3,39,2731.8
10325,S18_3140,24,69.12,9,966,2,39,1658.88
10336,S18_3140,48,120.38,12,967,1,39,5778.24
10350,S18_3140,44,117.98,1,968,1,39,5191.12
10372,S18_3140,28,137.96,3,969,2,39,3862.88
10383,S18_3140,24,61.52,9,970,2,39,1476.48
10396,S18_3140,33,159.81,2,971,2,39,5273.73
10414,S18_3140,41,118.83,12,972,1,39,4872.03
10104,S18_3232,23,198.13,13,973,2,40,4556.99
10109,S18_3232,46,179.5,5,974,2,40,8257.0
10114,S18_3232,48,171.03,4,975,2,40,8209.44
10122,S18_3232,25,143.94,3,976,3,40,3598.5
10127,S18_3232,22,174.42,15,977,3,40,3837.24
10136,S18_3232,41,203.21,3,978,2,40,8331.61
10141,S18_3232,34,142.25,9,979,1,40,4836.5
10148,S18_3232,32,169.34,14,980,1,40,5418.88
10151,S18_3232,21,177.81,7,981,2,40,3734.01
10165,S18_3232,47,186.27,16,982,3,40,8754.69
10171,S18_3232,39,140.55,3,983,2,40,5481.45
10175,S18_3232,29,152.41,5,984,2,40,4419.89
10181,S18_3232,45,140.55,7,985,2,40,6324.75
10184,S18_3232,28,157.49,10,986,2,40,4409.72
10192,S18_3232,26,150.71,12,987,2,40,3918.46
10195,S18_3232,50,152.41,10,988,2,40,7620.5
10203,S18_3232,48,172.73,1,989,2,40,8291.04
10207,S18_3232,25,157.49,11,990,2,40,3937.25
10212,S18_3232,40,138.86,11,991,2,40,5554.4
